5, 30.9887
10, 9.99186666666667
15, 17.2761333333333
20, 22.0019666666667
25, 35.6346333333333
30, 37.4022666666667
35, 58.0529666666667
40, 66.3120333333333
45, 62.2387666666667
50, 72.8702333333333
55, 63.7457
60, 102.3016
65, 105.011033333333
70, 95.3368333333333
75, 107.3873
80, 127.201
85, 159.875766666667
90, 140.328833333333
95, 145.096166666667
100, 152.513566666667
105, 178.056533333333
110, 209.3261
115, 173.0687
120, 203.674966666667
125, 189.7412
130, 220.1094
135, 208.950033333333
140, 207.698166666667
145, 207.182533333333
150, 237.3341
155, 236.588
160, 249.960266666667
165, 267.964
170, 300.21
175, 260.997333333333
180, 283.394066666667
185, 301.494866666667
190, 291.118366666667
195, 318.055266666667
200, 290.2073
205, 309.566
210, 301.988266666667
215, 360.640433333333
220, 306.534633333333
225, 345.238233333333
230, 491.1736
235, 430.016866666667
240, 425.7185
245, 420.7661
250, 418.807166666667
255, 478.386466666667
260, 445.071866666667
265, 447.603966666667
270, 501.2009
275, 514.304933333333
280, 506.915266666667
285, 524.434933333333
290, 506.2295
295, 593.229066666667
300, 643.517566666667
305, 568.300066666667
310, 605.265966666667
315, 617.097166666667
320, 791.943166666667
325, 733.878633333333
330, 704.700733333333
335, 689.190666666667
340, 745.007333333333
345, 819.861066666667
350, 650.5244
355, 640.228066666667
360, 679.204233333333
365, 778.3612
370, 836.934733333333
375, 741.083766666667
380, 792.583933333333
385, 825.134333333333
390, 961.248466666667
395, 826.989066666667
400, 843.296966666667
405, 862.657666666667
410, 826.6089
415, 791.939333333333
420, 790.0524
425, 835.6924
430, 752.108733333333
435, 799.4993
440, 851.801366666667
445, 872.251233333333
450, 837.9321
455, 886.313333333333
460, 967.652033333333
465, 904.476433333333
470, 958.4767
475, 924.449766666667
480, 891.530766666667
485, 967.7568
490, 898.811
495, 989.738866666667
500, 986.7796
505, 783.399366666667
510, 778.478333333333
515, 794.8022
520, 841.609
525, 847.085866666667
530, 860.273
535, 832.495166666667
540, 826.059333333333
545, 887.145166666667
550, 858.474
555, 858.077166666667
560, 864.967533333333
565, 867.0998
570, 960.933166666667
575, 1019.27756666667
